,location,total_sqft,bath,price,bhk
3645,Poorna Pragna Layout,1475.0,2.0,58.99,3
3646,Poorna Pragna Layout,1270.0,2.0,50.79,3
3647,Poorna Pragna Layout,1160.0,2.0,46.39,2
3648,Poorna Pragna Layout,1270.0,2.0,50.79,3
3649,Poorna Pragna Layout,1270.0,2.0,50.79,3
3650,Poorna Pragna Layout,1355.0,2.0,58.25,3
3651,Poorna Pragna Layout,1355.0,2.0,58.27,3
3652,Poorna Pragna Layout,1475.0,2.0,58.99,3
3653,Poorna Pragna Layout,1270.0,2.0,50.79,3
3654,Poorna Pragna Layout,1160.0,2.0,46.39,2
3655,Poorna Pragna Layout,1270.0,2.0,50.79,3
3656,Poorna Pragna Layout,1160.0,2.0,46.39,2
3657,Poorna Pragna Layout,1475.0,2.0,58.99,3
3658,Poorna Pragna Layout,1270.0,2.0,50.79,3
3659,Poorna Pragna Layout,1270.0,2.0,50.79,3
3660,Prithvi Layout,2028.0,4.0,162.0,4
3661,Prithvi Layout,1352.0,2.0,87.5,2
3662,Prithvi Layout,1190.0,2.0,68.0,2
3663,Prithvi Layout,1352.0,2.0,85.0,2
3664,Prithvi Layout,1352.0,2.0,75.0,2
3665,Prithvi Layout,1352.0,3.0,93.0,2
3666,Prithvi Layout,2100.0,3.0,125.0,3
3669,R.T. Nagar,1040.0,2.0,46.0,2
3670,R.T. Nagar,1235.0,2.0,65.0,2
3671,R.T. Nagar,970.0,2.0,55.0,2
3672,R.T. Nagar,1560.0,3.0,125.0,3
3673,R.T. Nagar,1200.0,2.0,60.0,2
3675,R.T. Nagar,1400.0,2.0,78.0,3
3676,R.T. Nagar,1150.0,2.0,72.0,2
3677,R.T. Nagar,3600.0,8.0,165.0,9
3678,R.T. Nagar,1080.0,2.0,48.0,2
3679,R.T. Nagar,1800.0,3.0,120.0,4
3681,R.T. Nagar,1100.0,2.0,85.0,2
3682,R.T. Nagar,1667.0,3.0,130.0,3
3683,Rachenahalli,1050.0,2.0,52.07,2
3685,Rachenahalli,1050.0,2.0,55.5,2
3687,Rachenahalli,1050.0,2.0,53.5,2
3689,Rachenahalli,1220.0,2.0,59.5,2
3690,Rachenahalli,1050.0,2.0,52.5,2
3692,Rachenahalli,1050.0,2.0,52.1,2
3693,Rachenahalli,1050.0,2.0,53.5,2
3694,Rachenahalli,1113.0,2.0,55.0,2
3698,Rachenahalli,680.0,1.0,32.64,1
3699,Rachenahalli,412.5,1.0,19.8,1
3700,Rachenahalli,1050.0,2.0,52.5,2
3703,Rachenahalli,1050.0,2.0,55.5,2
3704,Rachenahalli,985.0,2.0,49.97,2
3705,Rachenahalli,1050.0,2.0,52.5,2
3706,Rachenahalli,1050.0,2.0,52.08,2
3708,Rachenahalli,1050.0,2.0,52.07,2
3710,Rachenahalli,1050.0,2.0,52.08,2
3711,Rachenahalli,985.0,2.0,49.97,2
3712,Rachenahalli,1050.0,2.0,52.5,2
3713,Rachenahalli,985.0,2.0,50.17,2
3715,Rachenahalli,985.0,2.0,50.17,2
3716,Rachenahalli,1050.0,2.0,52.71,2
3719,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3720,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3721,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3722,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3723,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3724,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3725,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3726,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3727,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
3728,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
3729,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
3730,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
3731,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3733,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
3734,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
3735,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3736,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
3738,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
3739,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3740,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3741,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3742,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
3744,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
3745,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
3746,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3748,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3749,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
3750,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
3751,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3752,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
3753,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3754,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3756,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3757,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3759,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
3760,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3761,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3762,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3763,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3764,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3765,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3766,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3767,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
3768,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3769,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3770,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
3771,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
3773,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3774,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3776,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3777,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
3778,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3779,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
3780,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3781,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3783,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3784,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3785,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
3786,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
3787,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
3788,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3789,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
3790,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
3791,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3792,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
3793,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3795,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3796,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3797,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3798,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3799,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
3800,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3801,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3804,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
3805,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3806,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3807,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3808,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3809,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3811,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
3814,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3815,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3816,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
3817,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3818,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
3819,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
3820,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3822,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3823,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
3824,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
3825,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3826,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3827,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
3828,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3829,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
3830,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3831,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
3832,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
3833,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3834,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
3835,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
3836,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
3838,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
3839,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
3840,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3841,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
3842,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
3843,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
3844,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
3845,Rajaji Nagar,1640.0,3.0,229.0,3
3846,Rajaji Nagar,3516.0,4.0,540.0,4
3847,Rajaji Nagar,1640.0,3.0,223.0,3
3849,Rajaji Nagar,3526.0,4.0,558.0,4
3851,Rajaji Nagar,1800.0,3.0,260.0,3
3852,Rajaji Nagar,1640.0,3.0,241.0,3
3853,Rajaji Nagar,1370.0,2.0,170.0,2
3854,Rajaji Nagar,2409.0,3.0,360.0,3
3856,Rajaji Nagar,2386.0,3.0,334.0,3
3857,Rajaji Nagar,3436.0,6.0,500.0,4
3858,Rajaji Nagar,1200.0,2.0,150.0,2
3859,Rajaji Nagar,1160.0,1.0,163.0,2
3860,Rajaji Nagar,1440.0,2.0,170.0,2
3861,Rajaji Nagar,2448.0,3.0,400.0,3
3862,Rajaji Nagar,1440.0,2.0,185.0,2
3863,Rajaji Nagar,1640.0,3.0,230.0,3
3864,Rajaji Nagar,1800.0,2.0,250.0,3
3865,Rajaji Nagar,2300.0,3.0,369.0,3
3867,Rajaji Nagar,2500.0,3.0,350.0,3
3868,Rajaji Nagar,2559.0,3.0,403.0,3
3869,Rajaji Nagar,1763.0,3.0,262.0,2
3874,Rajaji Nagar,1640.0,3.0,262.0,3
3875,Rajaji Nagar,2367.0,3.0,375.0,3
3876,Rajaji Nagar,1640.0,3.0,251.0,3
3877,Rajaji Nagar,1640.0,3.0,268.0,3
3878,Rajaji Nagar,2367.0,4.0,340.0,3
3882,Rajaji Nagar,2500.0,3.0,340.0,3
3883,Rajaji Nagar,2390.0,3.0,372.0,3
3884,Rajaji Nagar,1718.0,3.0,275.0,2
3885,Rajaji Nagar,1763.0,3.0,240.0,2
3886,Rajaji Nagar,2367.0,3.0,320.0,3
3887,Rajaji Nagar,1640.0,3.0,245.0,3
3888,Rajiv Nagar,2340.0,4.0,148.0,4
3889,Rajiv Nagar,1330.0,2.0,93.0,2
3890,Rajiv Nagar,1309.0,2.0,80.0,2
3891,Rajiv Nagar,2340.0,4.0,145.0,4
3892,Rajiv Nagar,2340.0,5.0,160.0,4
3893,Ramagondanahalli,1151.0,2.0,48.77,2
3894,Ramagondanahalli,1251.0,2.0,47.0,2
3895,Ramagondanahalli,1235.0,2.0,52.04,2
3896,Ramagondanahalli,540.0,1.0,30.0,1
3898,Ramagondanahalli,1235.0,2.0,46.8,2
3899,Ramagondanahalli,1215.0,2.0,51.26,2
3900,Ramagondanahalli,1251.0,2.0,47.4,2
3901,Ramagondanahalli,2800.0,4.0,155.0,4
3902,Ramagondanahalli,1253.0,2.0,52.66,2
3903,Ramagondanahalli,1151.0,2.0,50.5,2
3904,Ramagondanahalli,1235.0,2.0,49.3,2
3906,Ramagondanahalli,1215.0,2.0,46.1,2
3908,Ramagondanahalli,1251.0,2.0,50.0,2
3909,Ramagondanahalli,1151.0,2.0,43.6,2
3910,Ramagondanahalli,1251.0,2.0,53.0,2
3911,Ramagondanahalli,845.0,2.0,45.82,2
3912,Ramagondanahalli,1738.0,2.0,76.0,3
3913,Ramagondanahalli,2040.0,3.0,114.0,3
3914,Ramagondanahalli,3350.0,3.0,150.0,3
3915,Ramagondanahalli,1151.0,2.0,46.0,2
3916,Ramagondanahalli,1200.0,3.0,56.1,3
3917,Ramagondanahalli,1125.0,2.0,75.0,2
3918,Ramagondanahalli,1500.0,3.0,100.0,3
3920,Ramamurthy Nagar,3700.0,4.0,225.0,4
3921,Ramamurthy Nagar,3500.0,5.0,150.0,5
3922,Ramamurthy Nagar,1040.0,2.0,50.0,2
3924,Ramamurthy Nagar,1200.0,3.0,72.0,2
3925,Ramamurthy Nagar,950.0,2.0,50.79,2
3926,Ramamurthy Nagar,1200.0,2.0,66.0,3
3928,Ramamurthy Nagar,1100.0,2.0,68.0,2
3929,Ramamurthy Nagar,1185.0,2.0,45.5,2
3930,Ramamurthy Nagar,1170.0,2.0,46.8,2
3931,Ramamurthy Nagar,1150.0,2.0,51.0,2
3932,Ramamurthy Nagar,1200.0,2.0,48.0,2
3934,Ramamurthy Nagar,1110.0,2.0,65.0,2
3937,Ramamurthy Nagar,1006.0,2.0,57.0,2
3940,Ramamurthy Nagar,700.0,2.0,33.0,2
3941,Ramamurthy Nagar,1125.0,2.0,47.0,2
3942,Ramamurthy Nagar,1000.0,2.0,62.0,2
3943,Ramamurthy Nagar,1334.0,2.0,67.0,2
3944,Ramamurthy Nagar,1200.0,2.0,46.0,2
3945,Ramamurthy Nagar,1200.0,2.0,57.9,2
3947,Ramamurthy Nagar,2200.0,4.0,130.0,4
3948,Ramamurthy Nagar,1050.0,2.0,51.66,2
3949,Ramamurthy Nagar,2316.0,3.0,125.0,3
3950,Ramamurthy Nagar,1101.0,2.0,50.0,2
3951,Ramamurthy Nagar,935.0,2.0,39.0,2
3952,Ramamurthy Nagar,1200.0,2.0,68.0,2
3953,Rayasandra,1065.0,2.0,44.95,2
3954,Rayasandra,1708.0,3.0,75.0,3
3955,Rayasandra,1577.0,3.0,67.0,3
3956,Rayasandra,1253.0,2.0,57.0,2
3957,Rayasandra,583.0,1.0,26.9,1
3958,Rayasandra,1198.0,2.0,54.0,2
3959,Rayasandra,1601.0,3.0,70.0,3
3960,Rayasandra,1708.0,3.0,76.0,4
3961,Rayasandra,470.0,1.0,21.0,1
3962,Rayasandra,1357.0,2.0,59.0,3
3963,Sahakara Nagar,2830.0,3.0,195.0,4
3964,Sahakara Nagar,1500.0,2.0,95.0,3
3965,Sahakara Nagar,1100.0,2.0,56.0,2
3966,Sahakara Nagar,1100.0,2.0,75.0,3
3967,Sahakara Nagar,1655.0,3.0,115.0,3
3968,Sahakara Nagar,1150.0,2.0,54.0,2
3969,Sahakara Nagar,1270.0,2.0,69.85,2
3970,Sahakara Nagar,960.0,2.0,56.0,2
3971,Sahakara Nagar,1048.0,2.0,50.0,2
3972,Sahakara Nagar,1160.0,2.0,55.0,2
3973,Sahakara Nagar,1200.0,2.0,75.0,3
3974,Sahakara Nagar,1100.0,2.0,55.0,2
3975,Sahakara Nagar,1000.0,2.0,60.0,2
3976,Sahakara Nagar,1370.0,2.0,90.0,3
3977,Sahakara Nagar,1100.0,2.0,55.0,2
3978,Sahakara Nagar,1100.0,2.0,75.0,3
3979,Sahakara Nagar,1180.0,2.0,72.0,2
3980,Sahakara Nagar,1200.0,2.0,60.0,2
3981,Sahakara Nagar,1201.0,2.0,80.0,2
3982,Sahakara Nagar,1291.0,2.0,72.3,2
3983,Sanjay nagar,1000.0,2.0,70.0,2
3984,Sanjay nagar,1150.0,2.0,72.2,2
3985,Sanjay nagar,630.0,1.0,35.0,2
3986,Sanjay nagar,3300.0,3.0,250.0,5
3987,Sanjay nagar,1575.0,2.0,90.0,2
3988,Sanjay nagar,1200.0,2.0,76.0,3
3989,Sanjay nagar,960.0,2.0,55.0,2
3990,Sanjay nagar,1050.0,2.0,59.0,2
3991,Sanjay nagar,1150.0,2.0,70.0,2
3992,Sanjay nagar,1180.0,2.0,80.0,2
3993,Sarakki Nagar,2121.0,4.0,253.0,3
3994,Sarakki Nagar,2289.0,3.0,260.0,3
3995,Sarakki Nagar,1200.0,3.0,128.0,3
3996,Sarakki Nagar,3131.0,4.0,349.0,4
3997,Sarakki Nagar,3126.0,5.0,345.0,4
3998,Sarakki Nagar,3124.0,6.0,349.0,4
3999,Sarjapur,1600.0,3.0,75.0,3
4000,Sarjapur,1242.5,2.0,43.49,2
4001,Sarjapur,913.0,2.0,32.0,2
4002,Sarjapur,1185.0,2.0,47.0,2
4003,Sarjapur,900.0,2.0,42.0,3
4004,Sarjapur,1020.0,2.0,35.0,2
4005,Sarjapur,1195.0,2.0,42.0,2
4006,Sarjapur,1240.0,2.0,44.0,2
4007,Sarjapur,1550.0,2.0,65.0,4
4008,Sarjapur,950.0,2.0,32.5,2
4010,Sarjapur,3190.0,3.0,160.0,4
4011,Sarjapur,1215.0,2.0,40.0,2
4012,Sarjapur,2540.0,4.0,115.0,4
4013,Sarjapur,1000.0,2.0,30.0,2
4014,Sarjapur,1157.0,2.0,40.0,2
4015,Sarjapur,2020.0,3.0,85.0,3
4017,Sarjapur,1240.0,2.0,44.3,2
4018,Sarjapur,625.0,1.0,19.0,1
4019,Sarjapur,913.0,2.0,36.0,2
4020,Sarjapur,1404.0,2.0,53.35,3
4021,Sarjapur,1830.0,3.0,88.0,3
4022,Sarjapur,1364.0,2.0,56.0,3
4023,Sarjapur,1044.0,2.0,32.0,2
4024,Sarjapur,650.0,1.0,19.87,1
4025,Sarjapur,1175.0,2.0,42.0,2
4026,Sarjapur,1240.0,2.0,43.1,2
4028,Sarjapur,1032.0,2.0,42.0,2
4030,Sarjapur,1044.0,2.0,34.0,2
4031,Sarjapur,900.0,2.0,27.98,2
4032,Sarjapur,2970.0,3.0,130.0,4
4033,Sarjapur,850.0,2.0,32.0,2
4034,Sarjapur,1175.0,2.0,41.68,2
4036,Sarjapur,920.0,2.0,33.0,2
4038,Sarjapur,1150.0,2.0,41.0,2
4039,Sarjapur,1200.0,2.0,42.6,2
4040,Sarjapur,1333.0,3.0,50.0,3
4041,Sarjapur,1044.0,2.0,36.0,2
4042,Sarjapur,950.0,2.0,35.0,2
4043,Sarjapur,2585.5,4.0,115.0,4
4044,Sarjapur,2172.0,3.0,100.0,3
4045,Sarjapur,1525.0,2.0,68.0,3
4046,Sarjapur,1095.0,2.0,45.0,2
4047,Sarjapur,1425.0,3.0,57.0,3
4048,Sarjapur  Road,2497.0,3.0,140.0,3
4050,Sarjapur  Road,1787.0,3.0,125.0,3
4051,Sarjapur  Road,1035.0,2.0,49.2,2
4053,Sarjapur  Road,1000.0,2.0,67.0,2
4054,Sarjapur  Road,1346.0,2.0,74.03,2
4055,Sarjapur  Road,1195.0,2.0,70.0,2
4056,Sarjapur  Road,1550.0,3.0,100.0,3
4057,Sarjapur  Road,2100.0,3.0,125.0,3
4058,Sarjapur  Road,1210.0,2.0,58.0,2
4059,Sarjapur  Road,1691.0,3.0,113.0,3
4060,Sarjapur  Road,2238.0,3.0,140.0,3
4061,Sarjapur  Road,1800.0,3.0,110.0,3
4062,Sarjapur  Road,1128.0,2.0,59.0,2
4063,Sarjapur  Road,1700.0,3.0,110.0,3
4064,Sarjapur  Road,1157.0,2.0,75.0,3
4065,Sarjapur  Road,1282.0,2.0,72.0,2
4066,Sarjapur  Road,3430.0,6.0,228.5,4
4067,Sarjapur  Road,1050.0,2.0,62.0,2
4069,Sarjapur  Road,1155.0,2.0,58.0,2
4071,Sarjapur  Road,1845.0,4.0,110.0,3
4072,Sarjapur  Road,1233.0,2.0,77.65,2
4074,Sarjapur  Road,1680.0,3.0,112.0,3
4076,Sarjapur  Road,1311.0,2.0,78.0,2
4077,Sarjapur  Road,1157.0,2.0,75.0,3
4078,Sarjapur  Road,1145.0,2.0,75.0,2
4081,Sarjapur  Road,1476.0,2.0,98.94,3
4082,Sarjapur  Road,1084.0,2.0,55.0,2
4084,Sarjapur  Road,1750.0,3.0,110.0,3
4086,Sarjapur  Road,1200.0,3.0,70.0,3
4087,Sarjapur  Road,5965.0,5.0,385.0,5
4088,Sarjapur  Road,685.0,1.0,40.0,1
4089,Sarjapur  Road,1241.0,2.0,82.0,2
4090,Sarjapur  Road,984.0,2.0,45.91,2
4091,Sarjapur  Road,1400.0,2.0,68.0,2
4092,Sarjapur  Road,835.0,1.0,46.95,1
4093,Sarjapur  Road,1280.0,2.0,76.0,2
4094,Sarjapur  Road,1263.0,2.0,78.0,2
4095,Sarjapur  Road,1691.0,3.0,98.0,3
4096,Sarjapur  Road,1308.0,2.0,83.0,2
4097,Sarjapur  Road,1592.0,3.0,91.0,3
4098,Sarjapur  Road,1150.0,2.0,77.0,2
4099,Sarjapur  Road,1965.0,3.0,120.0,3
4100,Sarjapur  Road,985.0,2.0,49.0,2
4101,Sarjapur  Road,1418.0,2.0,78.0,2
4102,Sarjapur  Road,1115.0,2.0,60.0,2
4103,Sarjapur  Road,1525.0,2.0,87.0,3
4104,Sarjapur  Road,1346.0,2.0,71.32,2
4105,Sarjapur  Road,1750.0,3.0,99.0,3
4106,Sarjapur  Road,1145.0,2.0,62.0,2
4107,Sarjapur  Road,1500.0,3.0,88.0,3
4108,Sarjapur  Road,1067.0,2.0,60.0,2
4109,Sarjapur  Road,1700.0,3.0,95.0,3
4110,Sarjapur  Road,1230.0,2.0,65.0,2
4112,Sarjapur  Road,2556.0,3.0,169.0,3
4113,Sarjapur  Road,984.0,2.0,45.91,2
4114,Sarjapur  Road,1755.0,3.0,122.0,3
4116,Sarjapur  Road,1060.0,2.0,55.0,2
4117,Sarjapur  Road,1455.0,2.0,98.0,3
4119,Sarjapur  Road,1660.0,2.0,116.0,3
4120,Sarjapur  Road,1700.0,3.0,108.0,3
4123,Sarjapur  Road,1200.0,2.0,75.0,2
4124,Sarjapur  Road,3044.0,3.0,183.0,3
4127,Sarjapur  Road,1229.0,2.0,70.0,2
4128,Sarjapur  Road,1342.0,2.0,70.0,2
4129,Sarjapur  Road,1711.0,3.0,110.0,3
4131,Sarjapur  Road,1050.0,2.0,63.5,2
4132,Sarjapur  Road,1035.0,2.0,49.0,2
4133,Sarjapur  Road,1457.0,3.0,85.0,3
4134,Sarjapur  Road,1350.0,2.0,68.0,2
4135,Sarjapur  Road,1200.0,3.0,70.0,3
4138,Sarjapur  Road,984.0,2.0,55.0,2
4144,Sarjapur  Road,1550.0,2.0,89.0,3
4145,Sarjapur  Road,1691.0,3.0,113.0,3
4146,Sarjapur  Road,1435.0,3.0,90.0,3
4147,Sarjapur  Road,1262.0,2.0,67.0,2
4148,Sarjapur  Road,1826.0,3.0,125.0,3
4149,Sarjapur  Road,1660.0,3.0,116.0,3
4150,Sarjapur  Road,1060.0,2.0,50.0,2
4151,Sarjapur  Road,1830.0,3.0,119.0,3
4152,Sarjapur  Road,984.0,2.0,45.91,2
4154,Sarjapur  Road,1059.0,2.0,68.0,2
4155,Sarjapur  Road,1157.0,2.0,74.0,3
4156,Sarjapur  Road,1700.0,3.0,118.0,3
4158,Sarjapur  Road,1308.0,2.0,75.0,2
4160,Sarjapur  Road,1763.25,3.0,98.0,3
4161,Sarjapur  Road,1550.0,2.0,98.0,3
4164,Sarjapur  Road,984.0,2.0,59.0,2
4165,Sarjapur  Road,1489.0,3.0,88.0,3
4166,Sarjapur  Road,1242.0,2.0,75.0,2
4167,Sarjapur  Road,2100.0,3.0,135.0,3
4169,Sarjapur  Road,1862.0,4.0,110.0,3
4170,Sarjapur  Road,1787.0,3.0,116.0,3
4172,Sarjapur  Road,1028.0,2.0,56.0,2
4175,Sarjapur  Road,1691.0,3.0,100.0,3
4176,Sarjapur  Road,1026.0,2.0,60.55,2
4177,Sarjapur  Road,1350.0,2.0,85.0,2
4178,Sarjapur  Road,1157.0,2.0,72.0,3
4179,Sarjapur  Road,1019.0,2.0,62.0,2
4180,Sarjapur  Road,3418.0,3.0,235.0,4
4181,Sarjapur  Road,1130.0,2.0,55.0,2
4182,Sarjapur  Road,1346.0,2.0,67.38,2
4183,Sarjapur  Road,3418.0,2.0,222.0,4
4184,Sarjapur  Road,984.0,2.0,45.91,2
4185,Sarjapur  Road,1773.5,2.0,102.92,3
4186,Sarjapur  Road,1346.0,2.0,74.03,2
4187,Sarjapur  Road,1222.0,2.0,68.0,3
4188,Sarjapur  Road,3420.0,4.0,225.0,4
4189,Sarjapur  Road,1242.0,2.0,78.0,2
4190,Sarjapur  Road,1129.0,2.0,69.0,2
4191,Sarjapur  Road,1157.0,2.0,75.0,3
4192,Sarjapur  Road,1323.0,2.0,74.0,2
4194,Sarjapur  Road,2100.0,3.0,130.0,3
4195,Sarjapur  Road,702.0,1.0,35.8,1
4196,Sarjapur  Road,1026.0,2.0,60.8,2
4197,Sarjapur  Road,1216.0,2.0,70.0,2
4198,Sarjapur  Road,1112.0,2.0,62.0,2
4199,Sarjapur  Road,1273.0,2.0,60.0,2
4200,Sarjapur  Road,1157.0,2.0,69.0,3
4201,Sarjapur  Road,1026.0,2.0,60.8,2
4202,Sarjapur  Road,1370.0,2.0,70.0,2
4203,Sarjapur  Road,1346.0,2.0,74.03,2
4204,Sarjapur  Road,475.0,1.0,26.0,1
4205,Sarjapur  Road,1197.0,2.0,56.86,2
4206,Sarjapur  Road,1660.0,2.0,116.0,3
4207,Sarjapur  Road,1194.0,2.0,57.0,2
4208,Sarjapur  Road,984.0,2.0,45.75,2
4209,Sarjapur  Road,1346.0,2.0,69.61,2
4210,Sarjapur  Road,1612.0,3.0,98.38,3
4211,Sarjapur  Road,1290.0,2.0,88.0,2
4212,Sarjapur  Road,1371.0,2.0,86.0,2
4213,Sarjapur  Road,2140.0,3.0,139.0,3
4214,Sarjapur  Road,1044.0,2.0,55.0,2
4216,Sarjapur  Road,1309.0,2.0,69.5,2
4217,Sarjapur  Road,1691.0,3.0,100.0,3
4218,Sarjapur  Road,1367.0,2.0,80.0,2
4221,Sarjapur  Road,1346.0,2.0,74.03,2
4222,Sarjapur  Road,1112.0,2.0,58.0,2
4223,Sarjapur  Road,1340.0,2.0,75.0,2
4225,Sarjapur  Road,1132.0,2.0,70.0,2
4226,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
4227,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
4228,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
4229,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
4230,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
4231,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
4232,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
